HOG	OG	Gene Tree Parent Clade	data_Cint	model_Cint
N0.HOG0004533	OG0004332	-	SGZ56179.1	Candida_intermedia@Seq_1962
N0.HOG0004534	OG0004333	-	SGZ56181.1	Candida_intermedia@Seq_3405
N0.HOG0004535	OG0004334	-	SGZ56183.1	Candida_intermedia@Seq_425
N0.HOG0004536	OG0004335	-	SGZ56185.1	Candida_intermedia@Seq_5506
N0.HOG0004537	OG0004336	-	SGZ56189.1	Candida_intermedia@Seq_590
N0.HOG0004538	OG0004337	-	SGZ56191.1	Candida_intermedia@Seq_4692
N0.HOG0004539	OG0004338	-	SGZ56193.1	Candida_intermedia@Seq_2692
N0.HOG0004540	OG0004339	-	SGZ56195.1	Candida_intermedia@Seq_2309
N0.HOG0004541	OG0004340	-	SGZ56197.1	Candida_intermedia@Seq_3102
N0.HOG0004542	OG0004341	-	SGZ56200.1	Candida_intermedia@Seq_3239
N0.HOG0004543	OG0004342	-	SGZ56202.1	Candida_intermedia@Seq_5328
N0.HOG0004544	OG0004343	-	SGZ56204.1	Candida_intermedia@Seq_4562
N0.HOG0004545	OG0004344	-	SGZ56206.1	Candida_intermedia@Seq_2294
N0.HOG0004546	OG0004345	-	SGZ56208.1	Candida_intermedia@Seq_600
N0.HOG0004547	OG0004346	-	SGZ56211.1	Candida_intermedia@Seq_3269
N0.HOG0004548	OG0004347	-	SGZ56213.1	Candida_intermedia@Seq_1991
N0.HOG0004549	OG0004348	-	SGZ56215.1	Candida_intermedia@Seq_4032
N0.HOG0004550	OG0004349	-	SGZ56220.1	Candida_intermedia@Seq_1832
N0.HOG0004551	OG0004350	-	SGZ56222.1	Candida_intermedia@Seq_4229
N0.HOG0004552	OG0004351	-	SGZ56224.1	Candida_intermedia@Seq_429
N0.HOG0004553	OG0004352	-	SGZ56226.1	Candida_intermedia@Seq_1969
N0.HOG0004554	OG0004353	-	SGZ56230.1	Candida_intermedia@Seq_210
N0.HOG0004555	OG0004354	-	SGZ56232.1	Candida_intermedia@Seq_2019
N0.HOG0004556	OG0004355	-	SGZ56234.1	Candida_intermedia@Seq_2367
N0.HOG0004557	OG0004356	-	SGZ56236.1	Candida_intermedia@Seq_1164
N0.HOG0004558	OG0004357	-	SGZ56238.1	Candida_intermedia@Seq_437
N0.HOG0004559	OG0004358	-	SGZ56242.1	Candida_intermedia@Seq_1622
N0.HOG0004560	OG0004359	-	SGZ56244.1	Candida_intermedia@Seq_3948
N0.HOG0004561	OG0004360	-	SGZ56246.1	Candida_intermedia@Seq_3902
N0.HOG0004562	OG0004361	-	SGZ56247.1	Candida_intermedia@Seq_1723
N0.HOG0004563	OG0004362	-	SGZ56249.1	Candida_intermedia@Seq_2107
N0.HOG0004564	OG0004363	-	SGZ56251.1	Candida_intermedia@Seq_3727
N0.HOG0004565	OG0004364	-	SGZ56255.1	Candida_intermedia@Seq_3040
N0.HOG0004566	OG0004365	-	SGZ56258.1	Candida_intermedia@Seq_1457
N0.HOG0004567	OG0004366	-	SGZ56259.1	Candida_intermedia@Seq_4875
N0.HOG0004568	OG0004367	-	SGZ56262.1	Candida_intermedia@Seq_526
N0.HOG0004569	OG0004368	-	SGZ56263.1	Candida_intermedia@Seq_1734
N0.HOG0004570	OG0004369	-	SGZ56266.1	Candida_intermedia@Seq_1349
N0.HOG0004571	OG0004370	-	SGZ56268.1	Candida_intermedia@Seq_1296
N0.HOG0004572	OG0004371	-	SGZ56270.1	Candida_intermedia@Seq_3342
N0.HOG0004573	OG0004372	-	SGZ56271.1	Candida_intermedia@Seq_4789
N0.HOG0004574	OG0004373	-	SGZ56274.1	Candida_intermedia@Seq_221
N0.HOG0004575	OG0004374	-	SGZ56276.1	Candida_intermedia@Seq_3717
N0.HOG0004576	OG0004375	-	SGZ56280.1	Candida_intermedia@Seq_744
N0.HOG0004577	OG0004376	-	SGZ56282.1	Candida_intermedia@Seq_1155
N0.HOG0004578	OG0004377	-	SGZ56284.1	Candida_intermedia@Seq_2773
N0.HOG0004579	OG0004378	-	SGZ56286.1	Candida_intermedia@Seq_4851
N0.HOG0004580	OG0004379	-	SGZ56288.1	Candida_intermedia@Seq_4155
N0.HOG0004581	OG0004380	-	SGZ56290.1	Candida_intermedia@Seq_3882
N0.HOG0004582	OG0004381	-	SGZ56292.1	Candida_intermedia@Seq_4055
N0.HOG0004583	OG0004382	-	SGZ56296.1	Candida_intermedia@Seq_1593
N0.HOG0004584	OG0004383	-	SGZ56298.1	Candida_intermedia@Seq_4307
N0.HOG0004585	OG0004384	-	SGZ56301.1	Candida_intermedia@Seq_1571
N0.HOG0004586	OG0004385	-	SGZ56303.1	Candida_intermedia@Seq_5519
N0.HOG0004587	OG0004386	-	SGZ56305.1	Candida_intermedia@Seq_5147
N0.HOG0004588	OG0004387	-	SGZ56307.1	Candida_intermedia@Seq_2856
N0.HOG0004589	OG0004388	-	SGZ56309.1	Candida_intermedia@Seq_5191
N0.HOG0004590	OG0004389	-	SGZ56313.1	Candida_intermedia@Seq_214
N0.HOG0004591	OG0004390	-	SGZ56315.1	Candida_intermedia@Seq_1195
N0.HOG0004592	OG0004391	-	SGZ56319.1	Candida_intermedia@Seq_458
N0.HOG0004593	OG0004392	-	SGZ56321.1	Candida_intermedia@Seq_3944
N0.HOG0004594	OG0004393	-	SGZ56324.1	Candida_intermedia@Seq_2087
N0.HOG0004595	OG0004394	-	SGZ56327.1	Candida_intermedia@Seq_1391
N0.HOG0004596	OG0004395	-	SGZ56329.1	Candida_intermedia@Seq_3213
N0.HOG0004597	OG0004396	-	SGZ56331.1	Candida_intermedia@Seq_1465
N0.HOG0004598	OG0004397	-	SGZ56333.1	Candida_intermedia@Seq_1054
N0.HOG0004599	OG0004398	-	SGZ56337.1	Candida_intermedia@Seq_5511
N0.HOG0004600	OG0004399	-	SGZ56338.1	Candida_intermedia@Seq_3324
N0.HOG0004601	OG0004400	-	SGZ56340.1	Candida_intermedia@Seq_15
N0.HOG0004602	OG0004401	-	SGZ56342.1	Candida_intermedia@Seq_1848
N0.HOG0004603	OG0004402	-	SGZ56344.1	Candida_intermedia@Seq_4075
N0.HOG0004604	OG0004403	-	SGZ56346.1	Candida_intermedia@Seq_1116
N0.HOG0004605	OG0004404	-	SGZ56348.1	Candida_intermedia@Seq_5263
N0.HOG0004606	OG0004405	-	SGZ56350.1	Candida_intermedia@Seq_2252
N0.HOG0004607	OG0004406	-	SGZ56352.1	Candida_intermedia@Seq_1913
N0.HOG0004608	OG0004407	-	SGZ56354.1	Candida_intermedia@Seq_1485
N0.HOG0004609	OG0004408	-	SGZ56356.1	Candida_intermedia@Seq_4086
N0.HOG0004610	OG0004409	-	SGZ56358.1	Candida_intermedia@Seq_3351
N0.HOG0004611	OG0004410	-	SGZ56360.1	Candida_intermedia@Seq_4681
N0.HOG0004612	OG0004411	-	SGZ56362.1	Candida_intermedia@Seq_4659
N0.HOG0004613	OG0004412	-	SGZ56364.1	Candida_intermedia@Seq_2504
N0.HOG0004614	OG0004413	-	SGZ56366.1	Candida_intermedia@Seq_2434
N0.HOG0004615	OG0004414	-	SGZ56368.1	Candida_intermedia@Seq_3496
N0.HOG0004616	OG0004415	-	SGZ56370.1	Candida_intermedia@Seq_4731
N0.HOG0004617	OG0004416	-	SGZ56372.1	Candida_intermedia@Seq_3579
N0.HOG0004618	OG0004417	-	SGZ56374.1	Candida_intermedia@Seq_2750
N0.HOG0004619	OG0004418	-	SGZ56376.1	Candida_intermedia@Seq_5416
N0.HOG0004620	OG0004419	-	SGZ56378.1	Candida_intermedia@Seq_4586
N0.HOG0004621	OG0004420	-	SGZ56380.1	Candida_intermedia@Seq_2625
N0.HOG0004622	OG0004421	-	SGZ56382.1	Candida_intermedia@Seq_47
N0.HOG0004623	OG0004422	-	SGZ56384.1	Candida_intermedia@Seq_1257
N0.HOG0004624	OG0004423	-	SGZ56386.1	Candida_intermedia@Seq_4367
N0.HOG0004625	OG0004424	-	SGZ56388.1	Candida_intermedia@Seq_4130
N0.HOG0004626	OG0004425	-	SGZ56390.1	Candida_intermedia@Seq_5086
N0.HOG0004627	OG0004426	-	SGZ56397.1	Candida_intermedia@Seq_5200
N0.HOG0004628	OG0004427	-	SGZ56401.1	Candida_intermedia@Seq_4479
N0.HOG0004629	OG0004428	-	SGZ56405.1	Candida_intermedia@Seq_1185
N0.HOG0004630	OG0004429	-	SGZ56406.1	Candida_intermedia@Seq_3424
N0.HOG0004631	OG0004430	-	SGZ56409.1	Candida_intermedia@Seq_2872
N0.HOG0004632	OG0004431	-	SGZ56411.1	Candida_intermedia@Seq_1281
N0.HOG0004633	OG0004432	-	SGZ56416.1	Candida_intermedia@Seq_604
N0.HOG0004634	OG0004433	-	SGZ56420.1	Candida_intermedia@Seq_4929
N0.HOG0004635	OG0004434	-	SGZ56424.1	Candida_intermedia@Seq_4504
N0.HOG0004636	OG0004435	-	SGZ56425.1	Candida_intermedia@Seq_2939
N0.HOG0004637	OG0004436	-	SGZ56427.1	Candida_intermedia@Seq_779
N0.HOG0004638	OG0004437	-	SGZ56429.1	Candida_intermedia@Seq_3800
N0.HOG0004639	OG0004438	-	SGZ56431.1	Candida_intermedia@Seq_3491
N0.HOG0004640	OG0004439	-	SGZ56433.1	Candida_intermedia@Seq_3048
N0.HOG0004641	OG0004440	-	SGZ56435.1	Candida_intermedia@Seq_1333
N0.HOG0004642	OG0004441	-	SGZ56437.1	Candida_intermedia@Seq_1518
N0.HOG0004643	OG0004442	-	SGZ56442.1	Candida_intermedia@Seq_2314
N0.HOG0004644	OG0004443	-	SGZ56446.1	Candida_intermedia@Seq_2412
N0.HOG0004645	OG0004444	-	SGZ56448.1	Candida_intermedia@Seq_1864
N0.HOG0004646	OG0004445	-	SGZ56453.1	Candida_intermedia@Seq_4595
N0.HOG0004647	OG0004446	-	SGZ56456.1	Candida_intermedia@Seq_3871
N0.HOG0004648	OG0004447	-	SGZ56460.1	Candida_intermedia@Seq_4574
N0.HOG0004649	OG0004448	-	SGZ56462.1	Candida_intermedia@Seq_1646
N0.HOG0004650	OG0004449	-	SGZ56467.1	Candida_intermedia@Seq_3357
N0.HOG0004651	OG0004450	-	SGZ56469.1	Candida_intermedia@Seq_4451
N0.HOG0004652	OG0004451	-	SGZ56471.1	Candida_intermedia@Seq_2524
N0.HOG0004653	OG0004452	-	SGZ56473.1	Candida_intermedia@Seq_3832
N0.HOG0004654	OG0004453	-	SGZ56475.1	Candida_intermedia@Seq_2857
N0.HOG0004655	OG0004454	-	SGZ56477.1	Candida_intermedia@Seq_1318
N0.HOG0004656	OG0004455	-	SGZ56479.1	Candida_intermedia@Seq_4262
N0.HOG0004657	OG0004456	-	SGZ56481.1	Candida_intermedia@Seq_1384
N0.HOG0004658	OG0004457	-	SGZ56484.1	Candida_intermedia@Seq_3622
N0.HOG0004659	OG0004458	-	SGZ56486.1	Candida_intermedia@Seq_2299
N0.HOG0004660	OG0004459	-	SGZ56490.1	Candida_intermedia@Seq_5269
N0.HOG0004661	OG0004460	-	SGZ56492.1	Candida_intermedia@Seq_4161
N0.HOG0004662	OG0004461	-	SGZ56494.1	Candida_intermedia@Seq_5204
N0.HOG0004663	OG0004462	-	SGZ56498.1	Candida_intermedia@Seq_1616
N0.HOG0004664	OG0004463	-	SGZ56504.1	Candida_intermedia@Seq_3908
N0.HOG0004665	OG0004464	-	SGZ56506.1	Candida_intermedia@Seq_5398
N0.HOG0004666	OG0004465	-	SGZ56507.1	Candida_intermedia@Seq_3430
N0.HOG0004667	OG0004466	-	SGZ56509.1	Candida_intermedia@Seq_1450
N0.HOG0004668	OG0004467	-	SGZ56511.1	Candida_intermedia@Seq_1511
N0.HOG0004669	OG0004468	-	SGZ56512.1	Candida_intermedia@Seq_1538
N0.HOG0004670	OG0004469	-	SGZ56513.1	Candida_intermedia@Seq_5194
N0.HOG0004671	OG0004470	-	SGZ56514.1	Candida_intermedia@Seq_2395
N0.HOG0004672	OG0004471	-	SGZ56515.1	Candida_intermedia@Seq_3005
N0.HOG0004673	OG0004472	-	SGZ56516.1	Candida_intermedia@Seq_5049
N0.HOG0004674	OG0004473	-	SGZ56517.1	Candida_intermedia@Seq_607
N0.HOG0004675	OG0004474	-	SGZ56518.1	Candida_intermedia@Seq_1649
N0.HOG0004676	OG0004475	-	SGZ56519.1	Candida_intermedia@Seq_4112
N0.HOG0004677	OG0004476	-	SGZ56520.1	Candida_intermedia@Seq_2157
N0.HOG0004678	OG0004477	-	SGZ56521.1	Candida_intermedia@Seq_3376
N0.HOG0004679	OG0004478	-	SGZ56522.1	Candida_intermedia@Seq_2298
N0.HOG0004680	OG0004479	-	SGZ56523.1	Candida_intermedia@Seq_467
N0.HOG0004681	OG0004480	-	SGZ56524.1	Candida_intermedia@Seq_1303
N0.HOG0004682	OG0004481	-	SGZ56526.1	Candida_intermedia@Seq_5302
N0.HOG0004683	OG0004482	-	SGZ56527.1	Candida_intermedia@Seq_3121
N0.HOG0004684	OG0004483	-	SGZ56528.1	Candida_intermedia@Seq_197
N0.HOG0004685	OG0004484	-	SGZ56530.1	Candida_intermedia@Seq_3787
N0.HOG0004686	OG0004485	-	SGZ56531.1	Candida_intermedia@Seq_5525
N0.HOG0004687	OG0004486	-	SGZ56532.1	Candida_intermedia@Seq_5281
N0.HOG0004688	OG0004487	-	SGZ56533.1	Candida_intermedia@Seq_147
N0.HOG0004689	OG0004488	-	SGZ56534.1	Candida_intermedia@Seq_4518
N0.HOG0004690	OG0004489	-	SGZ56535.1	Candida_intermedia@Seq_431
N0.HOG0004691	OG0004490	-	SGZ56536.1	Candida_intermedia@Seq_947
N0.HOG0004692	OG0004491	-	SGZ56538.1	Candida_intermedia@Seq_5158
N0.HOG0004693	OG0004492	-	SGZ56541.1	Candida_intermedia@Seq_3080
N0.HOG0004694	OG0004493	-	SGZ56542.1	Candida_intermedia@Seq_2093
N0.HOG0004695	OG0004494	-	SGZ56543.1	Candida_intermedia@Seq_1552
N0.HOG0004696	OG0004495	-	SGZ56544.1	Candida_intermedia@Seq_1073
N0.HOG0004697	OG0004496	-	SGZ56545.1	Candida_intermedia@Seq_4167
N0.HOG0004698	OG0004497	-	SGZ56546.1	Candida_intermedia@Seq_3385
N0.HOG0004699	OG0004498	-	SGZ56547.1	Candida_intermedia@Seq_5098
N0.HOG0004700	OG0004499	-	SGZ56548.1	Candida_intermedia@Seq_3167
N0.HOG0004701	OG0004500	-	SGZ56549.1	Candida_intermedia@Seq_1152
N0.HOG0004702	OG0004501	-	SGZ56550.1	Candida_intermedia@Seq_1952
N0.HOG0004703	OG0004502	-	SGZ56551.1	Candida_intermedia@Seq_376
N0.HOG0004704	OG0004503	-	SGZ56552.1	Candida_intermedia@Seq_3300
N0.HOG0004705	OG0004504	-	SGZ56553.1	Candida_intermedia@Seq_4387
N0.HOG0004706	OG0004505	-	SGZ56554.1	Candida_intermedia@Seq_1471
N0.HOG0004707	OG0004506	-	SGZ56555.1	Candida_intermedia@Seq_5368
N0.HOG0004708	OG0004507	-	SGZ56556.1	Candida_intermedia@Seq_3719
N0.HOG0004709	OG0004508	-	SGZ56557.1	Candida_intermedia@Seq_1027
N0.HOG0004710	OG0004509	-	SGZ56558.1	Candida_intermedia@Seq_2963
N0.HOG0004711	OG0004510	-	SGZ56559.1	Candida_intermedia@Seq_1583
N0.HOG0004712	OG0004511	-	SGZ56560.1	Candida_intermedia@Seq_3618
N0.HOG0004713	OG0004512	-	SGZ56561.1	Candida_intermedia@Seq_5139
N0.HOG0004714	OG0004513	-	SGZ56562.1	Candida_intermedia@Seq_4
N0.HOG0004715	OG0004514	-	SGZ56563.1	Candida_intermedia@Seq_2680
N0.HOG0004716	OG0004515	-	SGZ56564.1	Candida_intermedia@Seq_4954
N0.HOG0004717	OG0004516	-	SGZ56565.1	Candida_intermedia@Seq_5150
N0.HOG0004718	OG0004517	-	SGZ56567.1	Candida_intermedia@Seq_1865
N0.HOG0004719	OG0004518	-	SGZ56637.1	Candida_intermedia@Seq_4585
N0.HOG0004720	OG0004519	-	SGZ56642.1	Candida_intermedia@Seq_3353
N0.HOG0004721	OG0004520	-	SGZ56644.1	Candida_intermedia@Seq_2119
N0.HOG0004722	OG0004521	-	SGZ56649.1	Candida_intermedia@Seq_1588
N0.HOG0004723	OG0004522	-	SGZ56667.1	Candida_intermedia@Seq_677
N0.HOG0004724	OG0004523	-	SGZ56669.1	Candida_intermedia@Seq_4933
N0.HOG0004725	OG0004524	-	SGZ56671.1	Candida_intermedia@Seq_3241
N0.HOG0004726	OG0004525	-	SGZ56676.1	Candida_intermedia@Seq_2070
N0.HOG0004727	OG0004526	-	SGZ56678.1	Candida_intermedia@Seq_3740
N0.HOG0004728	OG0004527	-	SGZ56690.1	Candida_intermedia@Seq_2021
N0.HOG0004729	OG0004528	-	SGZ56692.1	Candida_intermedia@Seq_633
N0.HOG0004730	OG0004529	-	SGZ56694.1	Candida_intermedia@Seq_4902
N0.HOG0004731	OG0004530	-	SGZ56697.1	Candida_intermedia@Seq_4928
N0.HOG0004732	OG0004531	-	SGZ56699.1	Candida_intermedia@Seq_5522
N0.HOG0004733	OG0004532	-	SGZ56705.1	Candida_intermedia@Seq_977
N0.HOG0004734	OG0004533	-	SGZ56707.1	Candida_intermedia@Seq_4209
N0.HOG0004735	OG0004534	-	SGZ56711.1	Candida_intermedia@Seq_4331
N0.HOG0004736	OG0004535	-	SGZ56713.1	Candida_intermedia@Seq_889
N0.HOG0004737	OG0004536	-	SGZ56717.1	Candida_intermedia@Seq_768
N0.HOG0004738	OG0004537	-	SGZ56719.1	Candida_intermedia@Seq_2986
N0.HOG0004739	OG0004538	-	SGZ56724.1	Candida_intermedia@Seq_160
N0.HOG0004740	OG0004539	-	SGZ56726.1	Candida_intermedia@Seq_521
N0.HOG0004741	OG0004540	-	SGZ56728.1	Candida_intermedia@Seq_523
N0.HOG0004742	OG0004541	-	SGZ56730.1	Candida_intermedia@Seq_5431
N0.HOG0004743	OG0004542	-	SGZ56732.1	Candida_intermedia@Seq_801
N0.HOG0004744	OG0004543	-	SGZ56734.1	Candida_intermedia@Seq_3151
N0.HOG0004745	OG0004544	-	SGZ56736.1	Candida_intermedia@Seq_1274
N0.HOG0004746	OG0004545	-	SGZ56739.1	Candida_intermedia@Seq_4146
N0.HOG0004747	OG0004546	-	SGZ56741.1	Candida_intermedia@Seq_489
N0.HOG0004748	OG0004547	-	SGZ56743.1	Candida_intermedia@Seq_3061
N0.HOG0004749	OG0004548	-	SGZ56745.1	Candida_intermedia@Seq_647
N0.HOG0004750	OG0004549	-	SGZ56747.1	Candida_intermedia@Seq_1128
N0.HOG0004751	OG0004550	-	SGZ56749.1	Candida_intermedia@Seq_3914
N0.HOG0004752	OG0004551	-	SGZ56751.1	Candida_intermedia@Seq_354
N0.HOG0004753	OG0004552	-	SGZ56753.1	Candida_intermedia@Seq_3575
N0.HOG0004754	OG0004553	-	SGZ56755.1	Candida_intermedia@Seq_2978
N0.HOG0004755	OG0004554	-	SGZ56756.1	Candida_intermedia@Seq_2229
N0.HOG0004756	OG0004555	-	SGZ56759.1	Candida_intermedia@Seq_1230
N0.HOG0004757	OG0004556	-	SGZ56760.1	Candida_intermedia@Seq_4260
N0.HOG0004758	OG0004557	-	SGZ56762.1	Candida_intermedia@Seq_639
N0.HOG0004759	OG0004558	-	SGZ56764.1	Candida_intermedia@Seq_2276
N0.HOG0004760	OG0004559	-	SGZ56766.1	Candida_intermedia@Seq_4927
N0.HOG0004761	OG0004560	-	SGZ56768.1	Candida_intermedia@Seq_1166
N0.HOG0004762	OG0004561	-	SGZ56770.1	Candida_intermedia@Seq_1603
N0.HOG0004763	OG0004562	-	SGZ56772.1	Candida_intermedia@Seq_2456
N0.HOG0004764	OG0004563	-	SGZ56774.1	Candida_intermedia@Seq_3191
N0.HOG0004765	OG0004564	-	SGZ56776.1	Candida_intermedia@Seq_5336
N0.HOG0004766	OG0004565	-	SGZ56780.1	Candida_intermedia@Seq_4306
N0.HOG0004767	OG0004566	-	SGZ56784.1	Candida_intermedia@Seq_3646
N0.HOG0004768	OG0004567	-	SGZ56786.1	Candida_intermedia@Seq_3893
N0.HOG0004769	OG0004568	-	SGZ56788.1	Candida_intermedia@Seq_1339
N0.HOG0004770	OG0004569	-	SGZ56790.1	Candida_intermedia@Seq_742
N0.HOG0004771	OG0004570	-	SGZ56792.1	Candida_intermedia@Seq_1637
N0.HOG0004772	OG0004571	-	SGZ56794.1	Candida_intermedia@Seq_2493
N0.HOG0004773	OG0004572	-	SGZ56798.1	Candida_intermedia@Seq_5384
N0.HOG0004774	OG0004573	-	SGZ56800.1	Candida_intermedia@Seq_77
N0.HOG0004775	OG0004574	-	SGZ56802.1	Candida_intermedia@Seq_367
N0.HOG0004776	OG0004575	-	SGZ56804.1	Candida_intermedia@Seq_4031
N0.HOG0004777	OG0004576	-	SGZ56806.1	Candida_intermedia@Seq_1589
N0.HOG0004778	OG0004577	-	SGZ56810.1	Candida_intermedia@Seq_1959
N0.HOG0004779	OG0004578	-	SGZ56812.1	Candida_intermedia@Seq_3493
N0.HOG0004780	OG0004579	-	SGZ56816.1	Candida_intermedia@Seq_2703
N0.HOG0004781	OG0004580	-	SGZ56818.1	Candida_intermedia@Seq_4457
N0.HOG0004782	OG0004581	-	SGZ56820.1	Candida_intermedia@Seq_2380
N0.HOG0004783	OG0004582	-	SGZ56822.1	Candida_intermedia@Seq_1692
N0.HOG0004784	OG0004583	-	SGZ56824.1	Candida_intermedia@Seq_2805
N0.HOG0004785	OG0004584	-	SGZ56826.1	Candida_intermedia@Seq_4854
N0.HOG0004786	OG0004585	-	SGZ56828.1	Candida_intermedia@Seq_444
N0.HOG0004787	OG0004586	-	SGZ56836.1	Candida_intermedia@Seq_4766
N0.HOG0004788	OG0004587	-	SGZ56838.1	Candida_intermedia@Seq_4309
N0.HOG0004789	OG0004588	-	SGZ56840.1	Candida_intermedia@Seq_2959
N0.HOG0004790	OG0004589	-	SGZ56842.1	Candida_intermedia@Seq_2388
N0.HOG0004791	OG0004590	-	SGZ56844.1	Candida_intermedia@Seq_4165
N0.HOG0004792	OG0004591	-	SGZ56846.1	Candida_intermedia@Seq_1476
N0.HOG0004793	OG0004592	-	SGZ56848.1	Candida_intermedia@Seq_4201
N0.HOG0004794	OG0004593	-	SGZ56850.1	Candida_intermedia@Seq_4885
N0.HOG0004795	OG0004594	-	SGZ56852.1	Candida_intermedia@Seq_1561
N0.HOG0004796	OG0004595	-	SGZ56854.1	Candida_intermedia@Seq_3987
N0.HOG0004797	OG0004596	-	SGZ56857.1	Candida_intermedia@Seq_4024
N0.HOG0004798	OG0004597	-	SGZ56859.1	Candida_intermedia@Seq_792
N0.HOG0004799	OG0004598	-	SGZ56860.1	Candida_intermedia@Seq_2528
N0.HOG0004800	OG0004599	-	SGZ56862.1	Candida_intermedia@Seq_3725
N0.HOG0004801	OG0004600	-	SGZ56864.1	Candida_intermedia@Seq_41
N0.HOG0004802	OG0004601	-	SGZ56866.1	Candida_intermedia@Seq_3137
N0.HOG0004803	OG0004602	-	SGZ56868.1	Candida_intermedia@Seq_5196
N0.HOG0004804	OG0004603	-	SGZ56872.1	Candida_intermedia@Seq_2038
N0.HOG0004805	OG0004604	-	SGZ56874.1	Candida_intermedia@Seq_442
N0.HOG0004806	OG0004605	-	SGZ56877.1	Candida_intermedia@Seq_5266
N0.HOG0004807	OG0004606	-	SGZ56879.1	Candida_intermedia@Seq_1184
N0.HOG0004808	OG0004607	-	SGZ56881.1	Candida_intermedia@Seq_2824
N0.HOG0004809	OG0004608	-	SGZ56885.1	Candida_intermedia@Seq_861
N0.HOG0004810	OG0004609	-	SGZ56888.1	Candida_intermedia@Seq_3030
N0.HOG0004811	OG0004610	-	SGZ56890.1	Candida_intermedia@Seq_295
N0.HOG0004812	OG0004611	-	SGZ56892.1	Candida_intermedia@Seq_4225
N0.HOG0004813	OG0004612	-	SGZ56894.1	Candida_intermedia@Seq_2332
N0.HOG0004814	OG0004613	-	SGZ56896.1	Candida_intermedia@Seq_1216
N0.HOG0004815	OG0004614	-	SGZ56898.1	Candida_intermedia@Seq_333
N0.HOG0004816	OG0004615	-	SGZ56900.1	Candida_intermedia@Seq_2564
N0.HOG0004817	OG0004616	-	SGZ56902.1	Candida_intermedia@Seq_1354
N0.HOG0004818	OG0004617	-	SGZ56905.1	Candida_intermedia@Seq_4476
N0.HOG0004819	OG0004618	-	SGZ56907.1	Candida_intermedia@Seq_879
N0.HOG0004820	OG0004619	-	SGZ56909.1	Candida_intermedia@Seq_5450
N0.HOG0004821	OG0004620	-	SGZ56913.1	Candida_intermedia@Seq_4826
N0.HOG0004822	OG0004621	-	SGZ56915.1	Candida_intermedia@Seq_544
N0.HOG0004823	OG0004622	-	SGZ56920.1	Candida_intermedia@Seq_2629
N0.HOG0004824	OG0004623	-	SGZ56922.1	Candida_intermedia@Seq_1258
N0.HOG0004825	OG0004624	-	SGZ56924.1	Candida_intermedia@Seq_321
N0.HOG0004826	OG0004625	-	SGZ56926.1	Candida_intermedia@Seq_2200
N0.HOG0004827	OG0004626	-	SGZ56928.1	Candida_intermedia@Seq_4915
N0.HOG0004828	OG0004627	-	SGZ56929.1	Candida_intermedia@Seq_2983
N0.HOG0004829	OG0004628	-	SGZ56933.1	Candida_intermedia@Seq_1080
N0.HOG0004830	OG0004629	-	SGZ56937.1	Candida_intermedia@Seq_896
N0.HOG0004831	OG0004630	-	SGZ56941.1	Candida_intermedia@Seq_1529
N0.HOG0004832	OG0004631	-	SGZ56943.1	Candida_intermedia@Seq_3806
N0.HOG0004833	OG0004632	-	SGZ56945.1	Candida_intermedia@Seq_4391
N0.HOG0004834	OG0004633	-	SGZ56947.1	Candida_intermedia@Seq_3067
N0.HOG0004835	OG0004634	-	SGZ56949.1	Candida_intermedia@Seq_5371
N0.HOG0004836	OG0004635	-	SGZ56952.1	Candida_intermedia@Seq_5394
N0.HOG0004837	OG0004636	-	SGZ56954.1	Candida_intermedia@Seq_4059
N0.HOG0004838	OG0004637	-	SGZ56956.1	Candida_intermedia@Seq_1202
N0.HOG0004839	OG0004638	-	SGZ56958.1	Candida_intermedia@Seq_258
N0.HOG0004840	OG0004639	-	SGZ56960.1	Candida_intermedia@Seq_1442
N0.HOG0004841	OG0004640	-	SGZ56962.1	Candida_intermedia@Seq_1933
N0.HOG0004842	OG0004641	-	SGZ56964.1	Candida_intermedia@Seq_211
N0.HOG0004843	OG0004642	-	SGZ56966.1	Candida_intermedia@Seq_2381
N0.HOG0004844	OG0004643	-	SGZ56968.1	Candida_intermedia@Seq_3932
N0.HOG0004845	OG0004644	-	SGZ56973.1	Candida_intermedia@Seq_3826
N0.HOG0004846	OG0004645	-	SGZ56976.1	Candida_intermedia@Seq_640
N0.HOG0004847	OG0004646	-	SGZ56978.1	Candida_intermedia@Seq_1650
N0.HOG0004848	OG0004647	-	SGZ56980.1	Candida_intermedia@Seq_3292
N0.HOG0004849	OG0004648	-	SGZ56982.1	Candida_intermedia@Seq_3374
N0.HOG0004850	OG0004649	-	SGZ56986.1	Candida_intermedia@Seq_1076
N0.HOG0004851	OG0004650	-	SGZ56988.1	Candida_intermedia@Seq_5518
N0.HOG0004852	OG0004651	-	SGZ56989.1	Candida_intermedia@Seq_3620
N0.HOG0004853	OG0004652	-	SGZ56991.1	Candida_intermedia@Seq_3504
N0.HOG0004854	OG0004653	-	SGZ56993.1	Candida_intermedia@Seq_536
N0.HOG0004855	OG0004654	-	SGZ56995.1	Candida_intermedia@Seq_2698
N0.HOG0004856	OG0004655	-	SGZ56997.1	Candida_intermedia@Seq_1278
N0.HOG0004857	OG0004656	-	SGZ57000.1	Candida_intermedia@Seq_3567
N0.HOG0004858	OG0004657	-	SGZ57002.1	Candida_intermedia@Seq_4879
