rxns	rxnNames	formulas	grRules
r_3625	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[c]	
r_3626	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[c]	
r_3627	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[c]	
r_3628	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[c]	
r_3629	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[c]	
r_3630	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[c]	
r_3631	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[c]	
r_3632	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, nucleus-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[c]	
r_3633	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, nucleus-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[c]	
r_3634	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, nucleus-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[c]	
r_3635	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, nucleus-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[c]	
r_3636	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, nucleus-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[c]	
r_3637	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, nucleus-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[c]	
r_3638	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, nucleus-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[c]	
r_3639	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, nucleus-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[n] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[c]	
r_3640	diglyceride (1-16:0, 2-16:1) transport, nucleus-cytoplasm	diglyceride (1-16:0, 2-16:1)[n] <=> diglyceride (1-16:0, 2-16:1)[c]	
r_3641	diglyceride (1-16:1, 2-16:1) transport, nucleus-cytoplasm	diglyceride (1-16:1, 2-16:1)[n] <=> diglyceride (1-16:1, 2-16:1)[c]	
r_3642	diglyceride (1-18:0, 2-16:1) transport, nucleus-cytoplasm	diglyceride (1-18:0, 2-16:1)[n] <=> diglyceride (1-18:0, 2-16:1)[c]	
r_3643	diglyceride (1-18:1, 2-16:1) transport, nucleus-cytoplasm	diglyceride (1-18:1, 2-16:1)[n] <=> diglyceride (1-18:1, 2-16:1)[c]	
r_3644	diglyceride (1-16:0, 2-18:1) transport, nucleus-cytoplasm	diglyceride (1-16:0, 2-18:1)[n] <=> diglyceride (1-16:0, 2-18:1)[c]	
r_3645	diglyceride (1-16:1, 2-18:1) transport, nucleus-cytoplasm	diglyceride (1-16:1, 2-18:1)[n] <=> diglyceride (1-16:1, 2-18:1)[c]	
r_3646	diglyceride (1-18:0, 2-18:1) transport, nucleus-cytoplasm	diglyceride (1-18:0, 2-18:1)[n] <=> diglyceride (1-18:0, 2-18:1)[c]	
r_3647	diglyceride (1-18:1, 2-18:1) transport, nucleus-cytoplasm	diglyceride (1-18:1, 2-18:1)[n] <=> diglyceride (1-18:1, 2-18:1)[c]	
r_3648	H2O transport, cytoplasm-vacuolar membrane	H2O[c] <=> H2O[vm]	
r_3649	phosphate transport, cytoplasm-vacuolar membrane	phosphate[c] <=> phosphate[vm]	Seq_4525 or Seq_4851
r_3650	H+ transport, cytoplasm-vacuolar membrane	H+[c] <=> H+[vm]	
r_3651	ATP transport, cytoplasm-vacuolar membrane	ATP[c] <=> ATP[vm]	
r_3652	ADP transport, cytoplasm-vacuolar membrane	ADP[c] <=> ADP[vm]	
r_3653	carbon dioxide transport, cytoplasm-vacuolar membrane	carbon dioxide[c] <=> carbon dioxide[vm]	
r_3654	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) transport, vacuolar membrane-cytoplasm	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[c]	
r_3655	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) transport, vacuolar membrane-cytoplasm	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[c]	
r_3656	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) transport, vacuolar membrane-cytoplasm	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[c]	
r_3657	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) transport, vacuolar membrane-cytoplasm	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[c]	
r_3658	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cytoplasm	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[c]	
r_3659	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) transport, vacuolar membrane-cytoplasm	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[c]	
r_3660	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cytoplasm	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[c]	
r_3661	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cytoplasm	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)[c]	
r_3662	H2O transport, cytoplasm-Golgi membrane	H2O[c] <=> H2O[gm]	
r_3663	phosphate transport, cytoplasm-Golgi membrane	phosphate[c] <=> phosphate[gm]	
r_3664	H+ transport, cytoplasm-Golgi membrane	H+[c] <=> H+[gm]	
r_3665	carbon dioxide transport, cytoplasm-Golgi membrane	carbon dioxide[c] <=> carbon dioxide[gm]	
r_3666	ATP transport, cytoplasm-Golgi membrane	ATP[c] <=> ATP[gm]	
r_3667	ADP transport, cytoplasm-Golgi membrane	ADP[c] <=> ADP[gm]	
r_3668	H2O transport, cytoplasm-mitochondrial membrane	H2O[c] <=> H2O[mm]	
r_3669	carbon dioxide transport, cytoplasm-mitochondrial membrane	carbon dioxide[c] <=> carbon dioxide[mm]	
r_3670	palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane	palmitoleoyl-CoA(4-)[c] <=> palmitoleoyl-CoA(4-)[mm]	
r_3671	oleoyl-CoA transport, cytoplasm-mitochondrial membrane	oleoyl-CoA[c] <=> oleoyl-CoA[mm]	
r_3672	diglyceride (1-16:0, 2-16:1) transport, mitochondrial membrane-cytoplasm	diglyceride (1-16:0, 2-16:1)[mm] <=> diglyceride (1-16:0, 2-16:1)[c]	
r_3673	diglyceride (1-16:1, 2-16:1) transport, mitochondrial membrane-cytoplasm	diglyceride (1-16:1, 2-16:1)[mm] <=> diglyceride (1-16:1, 2-16:1)[c]	
r_3674	diglyceride (1-18:0, 2-16:1) transport, mitochondrial membrane-cytoplasm	diglyceride (1-18:0, 2-16:1)[mm] <=> diglyceride (1-18:0, 2-16:1)[c]	
r_3675	diglyceride (1-18:1, 2-16:1) transport, mitochondrial membrane-cytoplasm	diglyceride (1-18:1, 2-16:1)[mm] <=> diglyceride (1-18:1, 2-16:1)[c]	
r_3676	diglyceride (1-16:0, 2-18:1) transport, mitochondrial membrane-cytoplasm	diglyceride (1-16:0, 2-18:1)[mm] <=> diglyceride (1-16:0, 2-18:1)[c]	
r_3677	diglyceride (1-16:1, 2-18:1) transport, mitochondrial membrane-cytoplasm	diglyceride (1-16:1, 2-18:1)[mm] <=> diglyceride (1-16:1, 2-18:1)[c]	
r_3678	palmitate transport, mitochondrial membrane-cytoplasm	palmitate[mm] <=> palmitate[c]	
r_3679	stearate transport, mitochondrial membrane-cytoplasm	stearate[mm] <=> stearate[c]	
r_3680	coenzyme A transport, mitochondrial membrane-cytoplasm	coenzyme A[mm] <=> coenzyme A[c]	Seq_3255
r_3681	laurate transport, ER membrane-lipid particle	laurate[erm] <=> laurate[lp]	
r_3682	myristate transport, ER membrane-lipid particle	myristate[erm] <=> myristate[lp]	
r_3683	lignoceric acid transport, ER membrane-lipid particle	lignoceric acid[erm] <=> lignoceric acid[lp]	
r_3684	cerotic acid transport, ER membrane-lipid particle	cerotic acid[erm] <=> cerotic acid[lp]	
r_3685	TAG (1-16:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	triglyceride (1-16:0, 2-16:1, 3-16:0)[erm] <=> triglyceride (1-16:0, 2-16:1, 3-16:0)[lp]	
r_3686	TAG (1-16:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	triglyceride (1-16:0, 2-16:1, 3-16:1)[erm] <=> triglyceride (1-16:0, 2-16:1, 3-16:1)[lp]	
r_3687	TAG (1-16:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	triglyceride (1-16:0, 2-16:1, 3-18:0)[erm] <=> triglyceride (1-16:0, 2-16:1, 3-18:0)[lp]	
r_3688	TAG (1-16:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	triglyceride (1-16:0, 2-16:1, 3-18:1)[erm] <=> triglyceride (1-16:0, 2-16:1, 3-18:1)[lp]	
r_3689	TAG (1-16:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	triglyceride (1-16:1, 2-16:1, 3-16:0)[erm] <=> triglyceride (1-16:1, 2-16:1, 3-16:0)[lp]	
r_3690	TAG (1-16:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	triglyceride (1-16:1, 2-16:1, 3-16:1)[erm] <=> triglyceride (1-16:1, 2-16:1, 3-16:1)[lp]	
r_3691	TAG (1-16:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	triglyceride (1-16:1, 2-16:1, 3-18:0)[erm] <=> triglyceride (1-16:1, 2-16:1, 3-18:0)[lp]	
r_3692	TAG (1-16:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	triglyceride (1-16:1, 2-16:1, 3-18:1)[erm] <=> triglyceride (1-16:1, 2-16:1, 3-18:1)[lp]	
r_3693	TAG (1-18:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	triglyceride (1-18:0, 2-16:1, 3-16:0)[erm] <=> triglyceride (1-18:0, 2-16:1, 3-16:0)[lp]	
r_3694	TAG (1-18:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	triglyceride (1-18:0, 2-16:1, 3-16:1)[erm] <=> triglyceride (1-18:0, 2-16:1, 3-16:1)[lp]	
r_3695	TAG (1-18:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	triglyceride (1-18:0, 2-16:1, 3-18:0)[erm] <=> triglyceride (1-18:0, 2-16:1, 3-18:0)[lp]	
r_3696	TAG (1-18:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	triglyceride (1-18:0, 2-16:1, 3-18:1)[erm] <=> triglyceride (1-18:0, 2-16:1, 3-18:1)[lp]	
r_3697	TAG (1-18:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	triglyceride (1-18:1, 2-16:1, 3-16:0)[erm] <=> triglyceride (1-18:1, 2-16:1, 3-16:0)[lp]	
r_3698	TAG (1-18:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	triglyceride (1-18:1, 2-16:1, 3-16:1)[erm] <=> triglyceride (1-18:1, 2-16:1, 3-16:1)[lp]	
r_3699	TAG (1-18:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	triglyceride (1-18:1, 2-16:1, 3-18:0)[erm] <=> triglyceride (1-18:1, 2-16:1, 3-18:0)[lp]	
r_3700	TAG (1-18:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	triglyceride (1-18:1, 2-16:1, 3-18:1)[erm] <=> triglyceride (1-18:1, 2-16:1, 3-18:1)[lp]	
r_3701	TAG (1-16:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	triglyceride (1-16:0, 2-18:1, 3-16:0)[erm] <=> triglyceride (1-16:0, 2-18:1, 3-16:0)[lp]	
r_3702	TAG (1-16:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	triglyceride (1-16:0, 2-18:1, 3-16:1)[erm] <=> triglyceride (1-16:0, 2-18:1, 3-16:1)[lp]	
r_3703	TAG (1-16:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	triglyceride (1-16:0, 2-18:1, 3-18:0)[erm] <=> triglyceride (1-16:0, 2-18:1, 3-18:0)[lp]	
r_3704	TAG (1-16:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	triglyceride (1-16:0, 2-18:1, 3-18:1)[erm] <=> triglyceride (1-16:0, 2-18:1, 3-18:1)[lp]	
r_3705	TAG (1-16:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	triglyceride (1-16:1, 2-18:1, 3-16:0)[erm] <=> triglyceride (1-16:1, 2-18:1, 3-16:0)[lp]	
r_3706	TAG (1-16:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	triglyceride (1-16:1, 2-18:1, 3-16:1)[erm] <=> triglyceride (1-16:1, 2-18:1, 3-16:1)[lp]	
r_3707	TAG (1-16:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	triglyceride (1-16:1, 2-18:1, 3-18:0)[erm] <=> triglyceride (1-16:1, 2-18:1, 3-18:0)[lp]	
r_3708	TAG (1-16:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	triglyceride (1-16:1, 2-18:1, 3-18:1)[erm] <=> triglyceride (1-16:1, 2-18:1, 3-18:1)[lp]	
r_3709	TAG (1-18:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	triglyceride (1-18:0, 2-18:1, 3-16:0)[erm] <=> triglyceride (1-18:0, 2-18:1, 3-16:0)[lp]	
r_3710	TAG (1-18:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	triglyceride (1-18:0, 2-18:1, 3-16:1)[erm] <=> triglyceride (1-18:0, 2-18:1, 3-16:1)[lp]	
r_3711	TAG (1-18:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	triglyceride (1-18:0, 2-18:1, 3-18:0)[erm] <=> triglyceride (1-18:0, 2-18:1, 3-18:0)[lp]	
r_3712	TAG (1-18:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	triglyceride (1-18:0, 2-18:1, 3-18:1)[erm] <=> triglyceride (1-18:0, 2-18:1, 3-18:1)[lp]	
r_3713	TAG (1-18:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	triglyceride (1-18:1, 2-18:1, 3-16:0)[erm] <=> triglyceride (1-18:1, 2-18:1, 3-16:0)[lp]	
r_3714	TAG (1-18:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	triglyceride (1-18:1, 2-18:1, 3-16:1)[erm] <=> triglyceride (1-18:1, 2-18:1, 3-16:1)[lp]	
r_3715	TAG (1-18:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	triglyceride (1-18:1, 2-18:1, 3-18:0)[erm] <=> triglyceride (1-18:1, 2-18:1, 3-18:0)[lp]	
r_3716	TAG (1-18:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	triglyceride (1-18:1, 2-18:1, 3-18:1)[erm] <=> triglyceride (1-18:1, 2-18:1, 3-18:1)[lp]	
r_3717	episterol transport, ER membrane-lipid particle	episterol[erm] <=> episterol[lp]	
r_3718	fecosterol transport, ER membrane-lipid particle	fecosterol[erm] <=> fecosterol[lp]	
r_3719	lanosterol transport, ER membrane-lipid particle	lanosterol[erm] <=> lanosterol[lp]	
r_3720	zymosterol transport, ER membrane-lipid particle	zymosterol[erm] <=> zymosterol[lp]	
r_3721	ergosteryl palmitoleate transport, ER membrane-lipid particle	ergosteryl palmitoleate[erm] <=> ergosteryl palmitoleate[lp]	
r_3722	ergosteryl oleate transport, ER membrane-lipid particle	ergosteryl oleate[erm] <=> ergosteryl oleate[lp]	
r_3723	episteryl palmitoleate transport, ER membrane-lipid particle	episteryl palmitoleate[erm] <=> episteryl palmitoleate[lp]	
r_3724	episteryl oleate transport, ER membrane-lipid particle	episteryl oleate[erm] <=> episteryl oleate[lp]	
r_3725	fecosteryl palmitoleate transport, ER membrane-lipid particle	fecosteryl palmitoleate[erm] <=> fecosteryl palmitoleate[lp]	
r_3726	fecosteryl oleate transport, ER membrane-lipid particle	fecosteryl oleate[erm] <=> fecosteryl oleate[lp]	
r_3727	lanosteryl palmitoleate transport, ER membrane-lipid particle	lanosteryl palmitoleate[erm] <=> lanosteryl palmitoleate[lp]	
r_3728	lanosteryl oleate transport, ER membrane-lipid particle	lanosteryl oleate[erm] <=> lanosteryl oleate[lp]	
r_3729	zymosteryl palmitoleate transport, ER membrane-lipid particle	zymosteryl palmitoleate[erm] <=> zymosteryl palmitoleate[lp]	
r_3730	zymosteryl oleate transport, ER membrane-lipid particle	zymosteryl oleate[erm] <=> zymosteryl oleate[lp]	
r_3731	phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-lipid particle	phosphatidylcholine (1-16:0, 2-16:1)[erm] <=> phosphatidylcholine (1-16:0, 2-16:1)[lp]	
r_3732	phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-lipid particle	phosphatidylcholine (1-16:1, 2-16:1)[erm] <=> phosphatidylcholine (1-16:1, 2-16:1)[lp]	
r_3733	phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-lipid particle	phosphatidylcholine (1-18:0, 2-16:1)[erm] <=> phosphatidylcholine (1-18:0, 2-16:1)[lp]	
r_3734	phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-lipid particle	phosphatidylcholine (1-18:1, 2-16:1)[erm] <=> phosphatidylcholine (1-18:1, 2-16:1)[lp]	
r_3735	phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-lipid particle	phosphatidylcholine (1-16:0, 2-18:1)[erm] <=> phosphatidylcholine (1-16:0, 2-18:1)[lp]	
r_3736	phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-lipid particle	phosphatidylcholine (1-16:1, 2-18:1)[erm] <=> phosphatidylcholine (1-16:1, 2-18:1)[lp]	
r_3737	phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-lipid particle	phosphatidylcholine (1-18:0, 2-18:1)[erm] <=> phosphatidylcholine (1-18:0, 2-18:1)[lp]	
r_3738	phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-lipid particle	phosphatidylcholine (1-18:1, 2-18:1)[erm] <=> phosphatidylcholine (1-18:1, 2-18:1)[lp]	
r_3739	phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-lipid particle	phosphatidylethanolamine (1-16:0, 2-16:1)[erm] <=> phosphatidylethanolamine (1-16:0, 2-16:1)[lp]	
r_3740	phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-lipid particle	phosphatidylethanolamine (1-16:1, 2-16:1)[erm] <=> phosphatidylethanolamine (1-16:1, 2-16:1)[lp]	
r_3741	phosphatidylethanolamine (1-18:0, 2-16:1) transport, ER membrane-lipid particle	phosphatidylethanolamine (1-18:0, 2-16:1)[erm] <=> phosphatidylethanolamine (1-18:0, 2-16:1)[lp]	
r_3742	phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-lipid particle	phosphatidylethanolamine (1-18:1, 2-16:1)[erm] <=> phosphatidylethanolamine (1-18:1, 2-16:1)[lp]	
r_3743	phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-lipid particle	phosphatidylethanolamine (1-16:0, 2-18:1)[erm] <=> phosphatidylethanolamine (1-16:0, 2-18:1)[lp]	
r_3744	phosphatidylethanolamine (1-16:1, 2-18:1) transport, ER membrane-lipid particle	phosphatidylethanolamine (1-16:1, 2-18:1)[erm] <=> phosphatidylethanolamine (1-16:1, 2-18:1)[lp]	
r_3745	phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-lipid particle	phosphatidylethanolamine (1-18:0, 2-18:1)[erm] <=> phosphatidylethanolamine (1-18:0, 2-18:1)[lp]	
r_3746	phosphatidylethanolamine (1-18:1, 2-18:1) transport, ER membrane-lipid particle	phosphatidylethanolamine (1-18:1, 2-18:1)[erm] <=> phosphatidylethanolamine (1-18:1, 2-18:1)[lp]	
r_3747	1-acylglycerophosphocholine (16:0) transport, ER membrane-lipid particle	1-acylglycerophosphocholine (16:0)[erm] <=> 1-acylglycerophosphocholine (16:0)[lp]	
r_3748	1-acylglycerophosphocholine (16:1) transport, ER membrane-lipid particle	1-acylglycerophosphocholine (16:1)[erm] <=> 1-acylglycerophosphocholine (16:1)[lp]	
r_3749	1-acylglycerophosphocholine (18:0) transport, ER membrane-lipid particle	1-acylglycerophosphocholine (18:0)[erm] <=> 1-acylglycerophosphocholine (18:0)[lp]	
r_3750	1-acylglycerophosphocholine (18:1) transport, ER membrane-lipid particle	1-acylglycerophosphocholine (18:1)[erm] <=> 1-acylglycerophosphocholine (18:1)[lp]	
r_3751	1-acylglycerophosphoethanolamine (16:0) transport, ER membrane-lipid particle	1-acylglycerophosphoethanolamine (16:0)[erm] <=> 1-acylglycerophosphoethanolamine (16:0)[lp]	
r_3752	1-acylglycerophosphoethanolamine (16:1) transport, ER membrane-lipid particle	1-acylglycerophosphoethanolamine (16:1)[erm] <=> 1-acylglycerophosphoethanolamine (16:1)[lp]	
r_3753	1-acylglycerophosphoethanolamine (18:0) transport, ER membrane-lipid particle	1-acylglycerophosphoethanolamine (18:0)[erm] <=> 1-acylglycerophosphoethanolamine (18:0)[lp]	
r_3754	1-acylglycerophosphoethanolamine (18:1) transport, ER membrane-lipid particle	1-acylglycerophosphoethanolamine (18:1)[erm] <=> 1-acylglycerophosphoethanolamine (18:1)[lp]	
r_3755	phosphatidate (1-16:0, 2-18:1) transport, lipid particle-ER membrane	phosphatidate (1-16:0, 2-18:1)[lp] <=> phosphatidate (1-16:0, 2-18:1)[erm]	
r_3756	phosphatidate (1-16:1, 2-18:1) transport, lipid particle-ER membrane	phosphatidate (1-16:1, 2-18:1)[lp] <=> phosphatidate (1-16:1, 2-18:1)[erm]	
r_3757	phosphatidate (1-18:0, 2-18:1) transport, lipid particle-ER membrane	phosphatidate (1-18:0, 2-18:1)[lp] <=> phosphatidate (1-18:0, 2-18:1)[erm]	
r_3758	phosphatidate (1-18:1, 2-18:1) transport, lipid particle-ER membrane	phosphatidate (1-18:1, 2-18:1)[lp] <=> phosphatidate (1-18:1, 2-18:1)[erm]	
r_3759	phosphatidate (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane	phosphatidate (1-16:0, 2-16:1)[erm] <=> phosphatidate (1-16:0, 2-16:1)[mm]	
r_3760	phosphatidate (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane	phosphatidate (1-16:1, 2-16:1)[erm] <=> phosphatidate (1-16:1, 2-16:1)[mm]	
r_3761	phosphatidate (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane	phosphatidate (1-18:0, 2-16:1)[erm] <=> phosphatidate (1-18:0, 2-16:1)[mm]	
r_3762	phosphatidate (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane	phosphatidate (1-18:1, 2-16:1)[erm] <=> phosphatidate (1-18:1, 2-16:1)[mm]	
r_3763	phosphatidate (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane	phosphatidate (1-16:0, 2-18:1)[erm] <=> phosphatidate (1-16:0, 2-18:1)[mm]	
r_3764	phosphatidate (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane	phosphatidate (1-16:1, 2-18:1)[erm] <=> phosphatidate (1-16:1, 2-18:1)[mm]	
r_3765	phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane	phosphatidyl-L-serine (1-16:0, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-16:1)[mm]	
